latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
49.83475,136.51646,310.36,1.16,1.07,2024-04-25,01:07,T,40,6.1NRT,290.07,8.04,D
51.62762,135.85289,324.57,1.28,1.12,2024-04-25,01:07,T,72,6.1NRT,288.55,28.33,D
51.62944,135.83472,360.54,1.28,1.12,2024-04-25,01:07,T,87,6.1NRT,291.91,123.56,D
51.6902,135.73744,303.33,1.3,1.13,2024-04-25,01:07,T,45,6.1NRT,283.54,6.44,D
51.699,135.74638,302.02,1.3,1.13,2024-04-25,01:07,T,37,6.1NRT,283.14,5.41,D
52.3285,140.3485,304.29,1.01,1,2024-04-25,01:07,T,48,6.1NRT,289.18,4.97,D
50.33226,136.73549,312.78,1.15,1.07,2024-04-25,01:07,T,73,6.1NRT,291.58,11.17,D
50.36666,136.85832,310.7,1.14,1.06,2024-04-25,01:07,T,70,6.1NRT,290.31,9.06,D
50.37603,136.86087,311.03,1.14,1.06,2024-04-25,01:07,T,71,6.1NRT,289.54,9.19,D
49.43075,136.49756,302.28,1.15,1.07,2024-04-25,01:07,T,0,6.1NRT,287.68,3.11,D
49.5775,136.73882,308.21,1.13,1.06,2024-04-25,01:07,T,0,6.1NRT,286.22,7.67,D
49.66258,136.79906,303.53,1.13,1.06,2024-04-25,01:07,T,46,6.1NRT,288.23,4.49,D
49.81826,136.57666,319.86,1.15,1.07,2024-04-25,01:07,T,49,6.1NRT,292.03,15.35,D
49.83298,136.53217,316.4,1.15,1.07,2024-04-25,01:07,T,74,6.1NRT,290.44,13.48,D
46.65864,131.2984,325.39,1.81,1.32,2024-04-25,01:09,T,83,6.1NRT,291.15,48.6,D
47.09599,133.39545,313.3,1.43,1.18,2024-04-25,01:09,T,73,6.1NRT,294.52,10.64,D
47.46542,132.41631,309.22,1.62,1.25,2024-04-25,01:09,T,68,6.1NRT,288.76,9.98,D
47.48406,132.4624,308.35,1.61,1.25,2024-04-25,01:09,T,51,6.1NRT,288.88,8.06,D
47.8202,131.26059,319.54,1.88,1.34,2024-04-25,01:09,T,63,6.1NRT,285.11,38.62,D
47.82209,131.23581,316.72,1.89,1.34,2024-04-25,01:09,T,48,6.1NRT,282.17,32.91,D
47.68664,132.89507,305.87,1.54,1.22,2024-04-25,01:09,T,56,6.1NRT,286.93,8.63,D
47.82602,131.26744,310.85,1.88,1.34,2024-04-25,01:09,T,64,6.1NRT,284.54,22.37,D
47.82779,131.24263,319.79,1.89,1.34,2024-04-25,01:09,T,76,6.1NRT,283.5,42.4,D
48.39645,134.93465,310.76,1.27,1.12,2024-04-25,01:09,T,38,6.1NRT,294.69,6.99,D
48.38657,134.93242,311.29,1.27,1.12,2024-04-25,01:09,T,34,6.1NRT,293.5,7.6,D
48.54677,133.05103,305.3,1.55,1.23,2024-04-25,01:09,T,59,6.1NRT,286.09,8.83,D
48.45797,133.15266,304.37,1.53,1.22,2024-04-25,01:09,T,57,6.1NRT,286.96,7.55,D
48.43267,133.06462,302.5,1.55,1.23,2024-04-25,01:09,T,44,6.1NRT,285.37,7.1,D
48.29817,132.90056,304.87,1.57,1.23,2024-04-25,01:09,T,58,6.1NRT,286.36,8.58,D
48.29635,132.92136,311.3,1.57,1.23,2024-04-25,01:09,T,70,6.1NRT,286.11,16.9,D
48.18726,132.87431,331.64,1.57,1.23,2024-04-25,01:09,T,87,6.1NRT,287.27,55.08,D
48.18546,132.89507,306.95,1.57,1.23,2024-04-25,01:09,T,43,6.1NRT,286.7,9.75,D
48.18367,132.91573,308.05,1.56,1.23,2024-04-25,01:09,T,56,6.1NRT,286.96,11.69,D
47.87352,135.52737,306.99,1.19,1.08,2024-04-25,01:09,T,42,6.1NRT,288.32,9.09,D
