latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
49.70147,135.74356,314.16,1,1,2024-04-06,01:24,T,74,6.1NRT,276.52,15.35,D
47.14617,134.45836,301.76,1.01,1,2024-04-06,01:24,T,49,6.1NRT,284.17,5.32,D
48.33355,126.88255,301.25,2.01,1.38,2024-04-06,01:24,T,34,6.1NRT,284.77,10.76,D
47.85537,134.9568,308.62,1,1,2024-04-06,01:24,T,64,6.1NRT,286.42,8.96,D
48.78664,127.09566,309.36,1.98,1.37,2024-04-06,01:24,T,57,6.1NRT,284.65,24.33,D
48.78846,127.06862,312.05,1.99,1.38,2024-04-06,01:24,T,67,6.1NRT,286.65,29.03,D
47.14437,134.4713,310.13,1.01,1,2024-04-06,01:24,T,70,6.1NRT,283.03,10.67,D
49.69956,135.75705,303.75,1,1,2024-04-06,01:24,T,57,6.1NRT,276.52,8.02,D
49.31659,135.37596,301.71,1,1,2024-04-06,01:24,T,39,6.1NRT,279.43,6.22,D
52.9318,126.59407,304.53,2.33,1.48,2024-04-06,01:24,T,59,6.1NRT,273.46,34.4,D
52.93013,126.62836,337.15,2.32,1.47,2024-04-06,01:24,T,90,6.1NRT,274.89,147.04,D
52.93305,126.62282,334.56,2.32,1.47,2024-04-06,01:24,T,89,6.1NRT,274.99,133.98,D
51.28044,128.41945,316.58,1.82,1.32,2024-04-06,01:24,T,77,6.1NRT,279.38,40.37,D
51.27396,128.41118,313.47,1.82,1.32,2024-04-06,01:24,T,59,6.1NRT,278.91,32.81,D
51.24489,128.48416,314.91,1.8,1.32,2024-04-06,01:24,T,75,6.1NRT,277.28,34.09,D
46.65903,123.16077,309.02,3.09,1.67,2024-04-06,01:24,T,68,6.1NRT,290.95,25.31,D
46.65876,123.16661,310.26,3.09,1.67,2024-04-06,01:24,T,70,6.1NRT,290.95,31.12,D
47.03241,123.13898,310.19,3.13,1.68,2024-04-06,01:24,T,70,6.1NRT,291.5,33.16,D
47.12917,126.41285,300.69,2.07,1.4,2024-04-06,01:24,T,40,6.1NRT,279.28,13,D
46.48143,134.18295,306.2,1.01,1,2024-04-06,01:24,T,58,6.1NRT,285.46,7.05,D
46.48319,134.17017,303.93,1.01,1,2024-04-06,01:24,T,43,6.1NRT,283.73,5.53,D
46.48846,134.13181,307.64,1.01,1,2024-04-06,01:24,T,42,6.1NRT,284.7,7.27,D
46.49199,134.17268,313.87,1.01,1,2024-04-06,01:24,T,74,6.1NRT,286.38,12.69,D
46.49727,134.13431,321.74,1.01,1,2024-04-06,01:24,T,81,6.1NRT,284.95,19.93,D
47.39103,126.5488,300.31,2.04,1.39,2024-04-06,01:24,T,15,6.1NRT,281.88,7.31,D
47.4813,125.303,308.76,2.4,1.49,2024-04-06,01:24,T,68,6.1NRT,292.32,20.12,D
47.51154,126.65313,307.46,2.02,1.39,2024-04-06,01:24,T,59,6.1NRT,287.69,19.48,D
47.54382,126.54938,313.78,2.05,1.39,2024-04-06,01:24,T,39,6.1NRT,287.66,26.98,D
47.51435,126.65943,305.25,2.02,1.39,2024-04-06,01:24,T,36,6.1NRT,287.76,14.23,D
47.54431,126.58259,307.38,2.04,1.39,2024-04-06,01:24,T,57,6.1NRT,287.09,16.27,D
47.54608,126.55566,315.09,2.05,1.39,2024-04-06,01:24,T,75,6.1NRT,287.9,32.65,D
47.13737,134.4558,303.63,1.01,1,2024-04-06,01:24,T,37,6.1NRT,284.35,6.28,D
50.917,128.00749,308.27,1.89,1.34,2024-04-06,01:24,T,67,6.1NRT,280.14,22.23,D
50.91515,128.03407,305.34,1.88,1.34,2024-04-06,01:24,T,61,6.1NRT,281.89,18.33,D
44.21861,128.84018,312.75,1.41,1.18,2024-04-06,01:26,T,73,6.1NRT,286.42,17.06,D
43.85576,132.48296,300.92,1.03,1.02,2024-04-06,01:26,T,43,6.1NRT,288.89,3.31,D
43.88802,132.93457,321.07,1.02,1.01,2024-04-06,01:26,T,81,6.1NRT,290.52,18.18,D
42.96516,126.07928,301.67,1.93,1.36,2024-04-06,01:26,T,26,6.1NRT,285.82,9.18,D
43.35688,132.06529,301.47,1.05,1.02,2024-04-06,01:26,T,45,6.1NRT,286.62,3.43,D
44.38244,123.67243,307.78,2.76,1.59,2024-04-06,01:26,T,17,6.1NRT,291.73,27.01,D
43.63243,132.21527,301.09,1.04,1.02,2024-04-06,01:26,T,37,6.1NRT,288.05,3.78,D
43.6414,132.21748,303.19,1.04,1.02,2024-04-06,01:26,T,55,6.1NRT,288.73,4.83,D
41.1966,129.38908,314.18,1.22,1.1,2024-04-06,01:26,T,74,6.1NRT,301.05,7.12,D
44.13482,131.59894,310.37,1.09,1.04,2024-04-06,01:26,T,70,6.1NRT,287.82,9.94,D
44.13648,131.58554,319.77,1.09,1.04,2024-04-06,01:26,T,80,6.1NRT,287.54,19.05,D
44.73419,125.40479,306.95,2.21,1.44,2024-04-06,01:26,T,55,6.1NRT,289.62,15.15,D
44.7336,125.4108,308.06,2.21,1.44,2024-04-06,01:26,T,65,6.1NRT,289.87,18.17,D
44.27541,132.3755,300.57,1.04,1.02,2024-04-06,01:26,T,29,6.1NRT,286.17,4.59,D
44.41555,131.40469,302.65,1.11,1.05,2024-04-06,01:26,T,49,6.1NRT,287.22,4.08,D
41.10382,122.5462,306.74,3,1.65,2024-04-06,01:26,T,56,6.1NRT,291.58,18.87,D
39.91413,124.23137,305.46,2.29,1.47,2024-04-06,01:26,T,58,6.1NRT,286.41,15.59,D
44.55916,132.02229,301.03,1.07,1.03,2024-04-06,01:26,T,44,6.1NRT,285.05,5.19,D
44.61176,131.74754,300.36,1.09,1.04,2024-04-06,01:26,T,31,6.1NRT,287.39,3.57,D
44.55788,132.82524,301.69,1.03,1.01,2024-04-06,01:26,T,48,6.1NRT,289.19,3.86,D
42.85188,125.21225,306.97,2.16,1.43,2024-04-06,01:26,T,52,6.1NRT,286.33,14.29,D
10.25718,123.29971,319.33,1.12,1.05,2024-04-06,01:34,T,53,6.1NRT,300.78,7.11,D
10.72775,123.02211,324.29,1.17,1.07,2024-04-06,01:34,T,71,6.1NRT,307.1,7.41,D
10.7319,124.50332,311.29,1.02,1.01,2024-04-06,01:34,T,48,6.1NRT,300.5,7.01,D
10.90991,123.35801,337,1.13,1.06,2024-04-06,01:34,T,86,6.1NRT,303.04,31.67,D
17.76455,121.56028,332.22,1.81,1.32,2024-04-06,01:34,T,83,6.1NRT,304.16,41.27,D
53.42009,124.87032,322.36,2.37,1.49,2024-04-06,03:02,T,82,6.1NRT,272.61,86.98,D
53.4232,124.86745,326.57,2.37,1.49,2024-04-06,03:02,T,84,6.1NRT,273.27,103.52,D
52.87169,119.64122,324.17,1.46,1.19,2024-04-06,03:02,T,83,6.1NRT,275.67,43.05,D
52.86725,119.63398,317.37,1.46,1.19,2024-04-06,03:02,T,51,6.1NRT,275.04,29.96,D
53.76998,114.01762,305.11,1.01,1,2024-04-06,03:02,T,61,6.1NRT,275.7,10.36,D
53.76775,114.03235,334.48,1.01,1,2024-04-06,03:02,T,89,6.1NRT,277.29,39.32,D
53.8917,110.07323,305.46,1.1,1.05,2024-04-06,03:02,T,61,6.1NRT,281.21,9.63,D
53.33933,112.89014,313.31,1,1,2024-04-06,03:02,T,73,6.1NRT,280.33,14.73,D
53.33725,112.90466,312.96,1,1,2024-04-06,03:02,T,73,6.1NRT,280,14.58,D
53.27283,112.23747,301.03,1.01,1,2024-04-06,03:02,T,41,6.1NRT,277.42,7.01,D
53.18948,112.63503,311.72,1,1,2024-04-06,03:02,T,72,6.1NRT,279.79,13.41,D
53.18742,112.64951,303.18,1,1,2024-04-06,03:02,T,55,6.1NRT,279.85,7.7,D
52.97084,112.7969,304.97,1,1,2024-04-06,03:02,T,27,6.1NRT,279.69,8.53,D
52.96876,112.81129,328.96,1,1,2024-04-06,03:02,T,81,6.1NRT,278.71,30.42,D
53.1256,111.47541,308.12,1.02,1.01,2024-04-06,03:02,T,67,6.1NRT,282.01,10.32,D
53.12365,111.49022,308.65,1.02,1.01,2024-04-06,03:02,T,67,6.1NRT,281.59,10.72,D
53.11526,111.48114,340.9,1.02,1.01,2024-04-06,03:02,T,92,6.1NRT,283.11,49.12,D
53.11329,111.496,302.33,1.02,1.01,2024-04-06,03:02,T,49,6.1NRT,279.56,7.44,D
52.99194,112.25085,302.07,1,1,2024-04-06,03:02,T,46,6.1NRT,274.62,7.94,D
53.06604,111.29259,301.57,1.03,1.01,2024-04-06,03:02,T,48,6.1NRT,281.45,6.74,D
53.05632,111.36701,305.8,1.03,1.01,2024-04-06,03:02,T,62,6.1NRT,278.8,8.99,D
52.93909,110.98597,302.6,1.04,1.02,2024-04-06,03:02,T,53,6.1NRT,276.35,8.49,D
52.92897,110.91978,307.62,1.04,1.02,2024-04-06,03:02,T,66,6.1NRT,275.13,12.27,D
52.4963,113.29662,308.79,1,1,2024-04-06,03:02,T,68,6.1NRT,273.7,12.16,D
47.54886,126.56935,304.41,4.61,1.97,2024-04-06,03:02,T,50,6.1NRT,281.89,50.62,D
40.42326,109.65879,321.32,1.04,1.02,2024-04-06,03:04,T,68,6.1NRT,305.99,8.1,D
41.2141,108.67113,317.34,1,1,2024-04-06,03:04,T,50,6.1NRT,302.88,4.47,D
41.29526,108.62556,326.94,1,1,2024-04-06,03:04,T,77,6.1NRT,304.67,14.04,D
41.29696,108.61396,331.95,1,1,2024-04-06,03:04,T,82,6.1NRT,302.97,20.35,D
41.30572,108.61617,319.56,1,1,2024-04-06,03:04,T,65,6.1NRT,305.17,7.21,D
47.54845,126.56196,305.33,4.61,1.97,2024-04-06,03:04,T,51,6.1NRT,282.16,53.74,D
45.46377,124.31698,304.95,4.19,1.9,2024-04-06,03:04,T,38,6.1NRT,286.18,37.45,D
45.48752,124.10632,313.14,4.08,1.87,2024-04-06,03:04,T,54,6.1NRT,290.06,71.32,D
45.48318,124.09618,310.08,4.08,1.87,2024-04-06,03:04,T,64,6.1NRT,289.54,54.07,D
45.75627,122.97218,308.67,3.49,1.76,2024-04-06,03:04,T,61,6.1NRT,289.84,31.18,D
45.54198,122.98497,305.29,3.55,1.77,2024-04-06,03:04,T,59,6.1NRT,287.43,27.74,D
45.54721,122.98278,304.48,3.55,1.77,2024-04-06,03:04,T,50,6.1NRT,286.95,23.02,D
44.6096,123.77103,304.89,4.19,1.9,2024-04-06,03:04,T,54,6.1NRT,288.2,41.13,D
44.12978,124.42358,304.54,4.71,1.99,2024-04-06,03:04,T,54,6.1NRT,288.51,36.17,D
43.54109,121.24667,314.01,3.32,1.72,2024-04-06,03:04,T,70,6.1NRT,293.08,43.57,D
41.22635,111.29575,313.31,1.13,1.06,2024-04-06,03:04,T,54,6.1NRT,298.03,6.35,D
40.78932,107.01926,318.21,1.03,1.01,2024-04-06,03:04,T,58,6.1NRT,302.86,7.39,D
40.26247,110.19736,328.96,1.07,1.03,2024-04-06,03:04,T,79,6.1NRT,303.81,18.54,D
40.26048,110.20953,320.5,1.07,1.03,2024-04-06,03:04,T,66,6.1NRT,304.77,8.13,D
39.69746,113.26485,315.92,1.48,1.2,2024-04-06,03:04,T,70,6.1NRT,301.39,10.18,D
40.94851,113.26619,316.91,1.4,1.17,2024-04-06,03:04,T,70,6.1NRT,299.32,13.77,D
40.33363,119.82543,308.31,3.45,1.75,2024-04-06,03:04,T,44,6.1NRT,293.19,33.55,D
41.17324,108.69048,320.26,1,1,2024-04-06,03:04,T,68,6.1NRT,300.8,7.99,D
40.61418,112.07965,316.26,1.24,1.11,2024-04-06,03:04,T,60,6.1NRT,299.18,9.61,D
41.32407,106.37073,316.84,1.07,1.03,2024-04-06,03:04,T,56,6.1NRT,300.19,5.96,D
40.5163,111.57329,314.65,1.19,1.08,2024-04-06,03:04,T,49,6.1NRT,300.9,4.03,D
40.70615,111.69173,316.56,1.19,1.09,2024-04-06,03:04,T,67,6.1NRT,301.9,6.08,D
40.44032,111.58746,321.02,1.19,1.09,2024-04-06,03:04,T,73,6.1NRT,303.55,10.94,D
40.95279,107.57886,315.67,1.01,1,2024-04-06,03:04,T,56,6.1NRT,300.9,7.02,D
40.3362,111.53562,316.8,1.19,1.09,2024-04-06,03:04,T,65,6.1NRT,302.16,6.06,D
40.62443,109.73736,316.85,1.04,1.02,2024-04-06,03:04,T,63,6.1NRT,302.22,5.77,D
40.62255,109.74923,325.81,1.04,1.02,2024-04-06,03:04,T,77,6.1NRT,302.56,15.23,D
40.27857,111.38611,316.04,1.18,1.08,2024-04-06,03:04,T,58,6.1NRT,301.42,4.97,D
40.63047,109.15868,321.03,1.01,1.01,2024-04-06,03:04,T,70,6.1NRT,303.35,8.84,D
34.65591,109.01409,310.59,1.12,1.06,2024-04-06,03:06,T,65,6.1NRT,294.31,7.86,D
40.30547,109.22443,319.36,1.02,1.01,2024-04-06,03:06,T,56,6.1NRT,304.38,6.38,D
