latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
52.54404,39.6362,310,1.48,1.2,2024-03-22,00:37,A,55,6.1NRT,269.46,25.92,N
52.53614,39.63901,308.75,1.48,1.2,2024-03-22,00:37,A,47,6.1NRT,267.71,24.53,N
44.10526,132.15431,316.46,1.68,1.28,2024-03-22,01:07,T,77,6.1NRT,278.99,33.8,D
44.09392,132.15254,305.24,1.68,1.28,2024-03-22,01:07,T,23,6.1NRT,279.86,15.37,D
47.92076,132.4837,304.9,1.8,1.32,2024-03-22,01:07,T,60,6.1NRT,279.18,20.13,D
47.17474,138.02011,323.06,1.05,1.02,2024-03-22,01:07,T,82,6.1NRT,271.89,28.35,D
44.09563,132.13171,304.5,1.69,1.28,2024-03-22,01:07,T,25,6.1NRT,279.43,14.54,D
35.96629,139.84576,303.02,1.23,1.1,2024-03-22,01:09,T,43,6.1NRT,288.24,5.04,D
36.04905,139.42155,315.3,1.18,1.08,2024-03-22,01:09,T,76,6.1NRT,287.37,15.69,D
36.10416,139.29765,301.53,1.16,1.07,2024-03-22,01:09,T,37,6.1NRT,286.08,4.83,D
35.98748,140.08179,309.31,1.26,1.12,2024-03-22,01:09,T,68,6.1NRT,287.51,11.97,D
35.98989,140.06821,307.83,1.26,1.12,2024-03-22,01:09,T,66,6.1NRT,287.51,9.88,D
36.03217,139.82811,302.45,1.23,1.1,2024-03-22,01:09,T,52,6.1NRT,288.61,4.89,D
35.94197,140.67746,306.74,1.36,1.15,2024-03-22,01:09,T,41,6.1NRT,291.02,9.17,D
36.12132,139.6799,304.17,1.2,1.09,2024-03-22,01:09,T,58,6.1NRT,287.83,5.38,D
36.17876,139.52046,301.61,1.18,1.08,2024-03-22,01:09,T,30,6.1NRT,286.58,5.09,D
36.18094,139.50772,301.43,1.18,1.08,2024-03-22,01:09,T,38,6.1NRT,286.98,4.69,D
36.13659,140.17657,300.85,1.27,1.12,2024-03-22,01:09,T,29,6.1NRT,287.57,4.68,D
36.15593,140.06819,304.5,1.25,1.11,2024-03-22,01:09,T,52,6.1NRT,288.72,6.13,D
36.27824,139.36795,302,1.16,1.07,2024-03-22,01:09,T,40,6.1NRT,284.43,3.52,D
36.16563,140.0708,308.83,1.25,1.11,2024-03-22,01:09,T,68,6.1NRT,288.1,10.58,D
36.23154,139.81042,307.4,1.22,1.1,2024-03-22,01:09,T,65,6.1NRT,292.15,6.84,D
36.4502,139.24776,304.93,1.14,1.07,2024-03-22,01:09,T,43,6.1NRT,281.89,8.21,D
36.36702,139.79709,309.88,1.21,1.09,2024-03-22,01:09,T,69,6.1NRT,290.95,9.87,D
36.46232,139.9167,302.3,1.22,1.1,2024-03-22,01:09,T,48,6.1NRT,289.85,3.65,D
36.4102,140.26782,300.97,1.27,1.12,2024-03-22,01:09,T,30,6.1NRT,285.93,7.88,D
36.42001,140.27019,325.93,1.27,1.12,2024-03-22,01:09,T,84,6.1NRT,283.86,36.71,D
36.5043,139.79091,359.81,1.2,1.09,2024-03-22,01:09,T,99,6.1NRT,288.32,110.47,D
36.51608,139.7804,302.52,1.2,1.09,2024-03-22,01:09,T,53,6.1NRT,288.55,4.21,D
36.5957,140.38812,301.58,1.28,1.12,2024-03-22,01:09,T,45,6.1NRT,284.83,6.96,D
36.59816,140.37428,309.62,1.28,1.12,2024-03-22,01:09,T,69,6.1NRT,285.34,14.3,D
36.70984,140.09813,305.69,1.23,1.1,2024-03-22,01:09,T,35,6.1NRT,283.95,9.6,D
35.90696,139.59244,307.93,1.2,1.09,2024-03-22,01:09,T,66,6.1NRT,287.85,8.73,D
36.71221,140.08478,306.31,1.23,1.1,2024-03-22,01:09,T,54,6.1NRT,284.66,10.42,D
36.84575,140.08469,305.65,1.22,1.1,2024-03-22,01:09,T,57,6.1NRT,288.2,7.68,D
36.91902,140.08299,401.77,1.22,1.1,2024-03-22,01:09,T,100,6.1NRT,289.56,353.37,D
36.83363,140.73718,301.24,1.32,1.14,2024-03-22,01:09,T,46,6.1NRT,282.41,8.89,D
37.18055,140.12863,304.22,1.22,1.1,2024-03-22,01:09,T,56,6.1NRT,276.84,12.2,D
37.17405,140.39522,302.72,1.25,1.11,2024-03-22,01:09,T,37,6.1NRT,281.7,9.52,D
37.37432,140.61217,304.5,1.27,1.12,2024-03-22,01:09,T,59,6.1NRT,276.94,12.7,D
37.91145,139.11537,301.35,1.09,1.04,2024-03-22,01:09,T,38,6.1NRT,282.57,5.39,D
37.91343,139.10338,301.64,1.09,1.04,2024-03-22,01:09,T,42,6.1NRT,282.64,5.07,D
38.5027,140.97049,315.12,1.26,1.12,2024-03-22,01:09,T,58,6.1NRT,280.4,20.63,D
44.10165,131.8038,307.04,1.76,1.3,2024-03-22,01:09,T,65,6.1NRT,281.6,18.19,D
44.09541,132.14688,315.5,1.68,1.28,2024-03-22,01:09,T,44,6.1NRT,279.79,29.69,D
35.64538,138.49603,307,1.1,1.04,2024-03-22,01:09,T,65,6.1NRT,290.05,5.47,D
35.41585,140.32727,301.92,1.33,1.14,2024-03-22,01:09,T,45,6.1NRT,287.77,5.99,D
35.4938,140.35378,302.37,1.33,1.14,2024-03-22,01:09,T,52,6.1NRT,287.73,6.63,D
35.69718,140.14287,307.06,1.29,1.13,2024-03-22,01:09,T,65,6.1NRT,288.75,9.41,D
35.89743,139.59,306.78,1.2,1.09,2024-03-22,01:09,T,64,6.1NRT,287.81,7.78,D
35.92106,139.93109,304.95,1.24,1.11,2024-03-22,01:09,T,60,6.1NRT,287.37,7.06,D
35.95435,139.85645,302.02,1.23,1.1,2024-03-22,01:09,T,38,6.1NRT,288.01,4.24,D
35.5127,139.35275,301.01,1.19,1.08,2024-03-22,01:09,T,21,6.1NRT,288.36,3.94,D
35.02822,136.8808,304.53,1.01,1.01,2024-03-22,01:09,T,56,6.1NRT,285.74,4.56,D
35.02986,136.86998,305.59,1.01,1.01,2024-03-22,01:09,T,0,6.1NRT,285.61,4.84,D
35.05497,137.06609,300.67,1.02,1.01,2024-03-22,01:09,T,27,6.1NRT,283.91,4.02,D
35.07324,137.13237,303.48,1.02,1.01,2024-03-22,01:09,T,55,6.1NRT,282.41,4.22,D
35.31306,139.85503,304.97,1.26,1.12,2024-03-22,01:09,T,14,6.1NRT,286.99,7.23,D
35.3228,139.85756,316.29,1.26,1.12,2024-03-22,01:09,T,72,6.1NRT,288.02,19.73,D
35.40273,139.45256,302.49,1.21,1.09,2024-03-22,01:09,T,52,6.1NRT,289.55,3.58,D
35.35241,139.87102,304.96,1.26,1.12,2024-03-22,01:09,T,0,6.1NRT,290.28,7.75,D
33.26282,131.65042,309.16,1.31,1.14,2024-03-22,01:11,T,0,6.1NRT,286.19,13.32,D
53.58771,115.47913,324.29,1.06,1.03,2024-03-22,02:45,T,83,6.1NRT,276.94,27.42,D
51.44361,117.08097,315.38,1,1,2024-03-22,02:45,T,71,6.1NRT,277.58,16.71,D
50.09088,123.62584,300.42,1.59,1.24,2024-03-22,02:45,T,37,6.1NRT,270.6,16.48,D
48.04885,131.06351,306.08,4.25,1.91,2024-03-22,02:45,T,63,6.1NRT,275.92,86.41,D
48.06139,131.06445,305.78,4.25,1.91,2024-03-22,02:45,T,62,6.1NRT,275.83,87.37,D
54.15184,114.12987,300.73,1.17,1.07,2024-03-22,02:45,T,41,6.1NRT,276.63,9.6,D
54.15197,114.03928,326.25,1.17,1.08,2024-03-22,02:45,T,84,6.1NRT,278.52,35.24,D
54.15005,114.05688,317.55,1.17,1.08,2024-03-22,02:45,T,78,6.1NRT,277.14,23.95,D
51.41167,128.30215,300.31,2.4,1.49,2024-03-22,02:45,T,0,6.1NRT,276.47,26.96,D
