latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
32.10332,47.43232,304.4,4.41,1.93,2024-04-26,00:05,A,60,6.1NRT,290.69,56.24,N
31.6681,47.45063,308.59,4.54,1.96,2024-04-26,00:05,A,75,6.1NRT,291.37,79.79,N
31.64507,47.54152,301.36,4.61,1.97,2024-04-26,00:05,A,22,6.1NRT,290.64,38.46,N
31.66778,47.44223,308.61,4.54,1.96,2024-04-26,00:05,A,75,6.1NRT,291.46,79.12,N
31.64528,47.53326,304.17,4.61,1.97,2024-04-26,00:05,A,54,6.1NRT,290.66,52.92,N
31.74871,46.05009,304.67,3.66,1.79,2024-04-26,00:05,A,61,6.1NRT,290.91,44.52,N
31.75433,46.04804,305.29,3.66,1.79,2024-04-26,00:05,A,64,6.1NRT,291.27,44.75,N
31.01655,47.28055,332.57,4.61,1.97,2024-04-26,00:05,A,100,6.1NRT,291.14,297.63,N
31.00494,47.32615,309.31,4.64,1.97,2024-04-26,00:05,A,77,6.1NRT,290.91,87.62,N
35.62233,44.01775,307.7,2.15,1.42,2024-04-26,00:05,A,72,6.1NRT,287.57,29.99,N
35.52719,44.33388,302.91,2.26,1.46,2024-04-26,00:05,A,52,6.1NRT,292.23,17.68,N
35.23728,44.42895,318.01,2.33,1.48,2024-04-26,00:05,A,96,6.1NRT,291.23,58.09,N
35.23055,37.85911,300.36,1.05,1.02,2024-04-26,00:05,A,16,6.1NRT,278.72,6.04,N
32.1068,47.43748,304.21,4.41,1.93,2024-04-26,00:05,A,59,6.1NRT,290.64,52.13,N
38.61287,31.08778,323.66,1.68,1.27,2024-04-26,00:05,A,100,6.1NRT,267.56,54.88,N
35.68089,43.87625,321.21,2.09,1.41,2024-04-26,00:05,A,100,6.1NRT,287.83,59.11,N
35.68015,43.8688,309.79,2.09,1.41,2024-04-26,00:05,A,78,6.1NRT,286.98,33.55,N
35.67548,43.89091,309.03,2.1,1.41,2024-04-26,00:05,A,76,6.1NRT,287.84,32.55,N
31.0145,47.27605,328.59,4.61,1.97,2024-04-26,00:07,A,100,6.1NRT,290.89,249.71,N
31.00315,47.32176,313.63,4.64,1.97,2024-04-26,00:07,A,88,6.1NRT,290.93,115.99,N
30.87367,47.3195,300.8,4.68,1.98,2024-04-26,00:07,A,34,6.1NRT,290.01,43.93,N
30.60059,47.35394,301.71,4.79,2,2024-04-26,00:07,A,40,6.1NRT,291.55,42.23,N
15.63501,32.5473,321.74,1.04,1.02,2024-04-26,00:09,A,100,6.1NRT,294.54,19.22,N
51.29561,138.85728,306.08,1.75,1.3,2024-04-26,01:47,T,0,6.1NRT,284.54,16.15,D
51.54305,128.14992,327.72,1.07,1.03,2024-04-26,01:47,T,85,6.1NRT,279.29,31.07,D
51.54121,128.16501,359.99,1.07,1.03,2024-04-26,01:47,T,99,6.1NRT,281.43,97.5,D
50.04782,136.96599,305.15,1.55,1.23,2024-04-26,01:47,T,61,6.1NRT,292.64,9.3,D
50.0951,136.57109,321.02,1.48,1.2,2024-04-26,01:47,T,81,6.1NRT,291.06,30.62,D
50.08889,136.54654,308.23,1.48,1.2,2024-04-26,01:47,T,38,6.1NRT,292.39,10.66,D
50.08487,136.5661,306.33,1.48,1.2,2024-04-26,01:47,T,33,6.1NRT,290.85,8.91,D
50.26628,136.99872,303.71,1.54,1.22,2024-04-26,01:47,T,0,6.1NRT,287.94,10.56,D
46.38449,127.46833,313.6,1.02,1.01,2024-04-26,01:49,T,70,6.1NRT,294.25,7.37,D
46.35674,127.67366,315.02,1.01,1.01,2024-04-26,01:49,T,57,6.1NRT,293.96,8.05,D
46.34453,127.76304,315.92,1.01,1,2024-04-26,01:49,T,73,6.1NRT,294.39,9.54,D
46.08646,129.47614,310.18,1.01,1.01,2024-04-26,01:49,T,57,6.1NRT,294.41,5.75,D
46.05702,129.66647,309.74,1.02,1.01,2024-04-26,01:49,T,45,6.1NRT,295.38,6.33,D
46.05504,129.67918,309.56,1.02,1.01,2024-04-26,01:49,T,36,6.1NRT,295.51,5.94,D
46.38745,127.30858,318.05,1.02,1.01,2024-04-26,01:49,T,75,6.1NRT,295.05,11.9,D
46.38573,127.32154,312.69,1.02,1.01,2024-04-26,01:49,T,66,6.1NRT,294.93,7.13,D
45.92273,130.44986,311.37,1.05,1.03,2024-04-26,01:49,T,64,6.1NRT,297.61,4.97,D
46.49196,126.41924,323.77,1.07,1.03,2024-04-26,01:49,T,80,6.1NRT,292.41,18.93,D
46.4651,126.63499,317.8,1.05,1.03,2024-04-26,01:49,T,68,6.1NRT,295.39,11.92,D
46.04736,129.61017,304.35,1.02,1.01,2024-04-26,01:49,T,12,6.1NRT,291.69,3.72,D
46.33533,127.55477,314.3,1.01,1.01,2024-04-26,01:49,T,70,6.1NRT,294.58,8.45,D
46.3266,127.6188,316.38,1.01,1.01,2024-04-26,01:49,T,73,6.1NRT,294.78,10.53,D
46.32486,127.63161,310.91,1.01,1.01,2024-04-26,01:49,T,61,6.1NRT,294.31,6.11,D
46.49472,126.25864,314.72,1.08,1.04,2024-04-26,01:49,T,70,6.1NRT,293.63,9.95,D
46.27745,127.90926,311.36,1.01,1,2024-04-26,01:49,T,55,6.1NRT,292.45,7.32,D
46.26508,127.99798,308.81,1,1,2024-04-26,01:49,T,15,6.1NRT,291.82,6.22,D
46.34195,127.36998,315.98,1.02,1.01,2024-04-26,01:49,T,73,6.1NRT,293.73,11.4,D
46.34023,127.38286,308.5,1.02,1.01,2024-04-26,01:49,T,36,6.1NRT,294.63,4.97,D
46.26162,127.95747,311.41,1.01,1,2024-04-26,01:49,T,24,6.1NRT,291.57,6.19,D
46.08841,129.15302,315.59,1.01,1,2024-04-26,01:49,T,72,6.1NRT,294.46,10.47,D
45.37315,133.36336,340.83,1.36,1.16,2024-04-26,01:49,T,92,6.1NRT,292.67,66.35,D
45.37,133.37999,317.28,1.37,1.16,2024-04-26,01:49,T,73,6.1NRT,292.48,19.05,D
46.34347,127.28999,309.37,1.02,1.01,2024-04-26,01:49,T,53,6.1NRT,294.66,4.64,D
46.26694,127.85355,313.35,1.01,1,2024-04-26,01:49,T,65,6.1NRT,293.08,8.32,D
44.90467,125.56135,316.49,1.09,1.04,2024-04-26,01:49,T,0,6.1NRT,301.22,9.43,D
44.83107,125.77801,314.39,1.07,1.03,2024-04-26,01:49,T,57,6.1NRT,294.08,8.59,D
44.52822,127.89513,311.28,1,1,2024-04-26,01:49,T,66,6.1NRT,296.51,7.94,D
44.85249,125.38982,313.5,1.1,1.05,2024-04-26,01:49,T,35,6.1NRT,297.91,5.19,D
44.84419,125.45778,317,1.1,1.04,2024-04-26,01:49,T,68,6.1NRT,298.39,7.26,D
44.68085,126.73222,310.81,1.02,1.01,2024-04-26,01:49,T,56,6.1NRT,294.77,3.88,D
44.7191,125.72511,314.61,1.08,1.04,2024-04-26,01:49,T,53,6.1NRT,299.03,6.46,D
44.58698,126.46705,315.63,1.03,1.02,2024-04-26,01:49,T,43,6.1NRT,297.83,8.31,D
44.60064,126.07415,320.09,1.05,1.02,2024-04-26,01:49,T,74,6.1NRT,295.96,10.96,D
44.63448,125.73979,317.99,1.07,1.03,2024-04-26,01:49,T,67,6.1NRT,300.71,7.74,D
44.57129,126.23344,323.56,1.04,1.02,2024-04-26,01:49,T,69,6.1NRT,294.24,18.81,D
44.54292,126.44983,317.5,1.03,1.02,2024-04-26,01:49,T,21,6.1NRT,295.62,11.21,D
44.54341,126.30567,321.89,1.04,1.02,2024-04-26,01:49,T,77,6.1NRT,297.36,14.71,D
44.52617,126.36707,321.52,1.04,1.02,2024-04-26,01:49,T,77,6.1NRT,299.52,11.55,D
44.49063,126.56713,312.61,1.03,1.01,2024-04-26,01:49,T,49,6.1NRT,296.49,3.45,D
49.83294,136.51001,317.47,1.5,1.21,2024-04-26,01:49,T,49,6.1NRT,290.88,22.96,D
49.81052,136.56403,310.72,1.51,1.21,2024-04-26,01:49,T,70,6.1NRT,289.42,14.93,D
49.80643,136.58382,317.35,1.51,1.21,2024-04-26,01:49,T,78,6.1NRT,289.68,24.35,D
49.80234,136.60365,327.69,1.51,1.21,2024-04-26,01:49,T,85,6.1NRT,288.78,44.92,D
49.79823,136.6235,308.04,1.52,1.22,2024-04-26,01:49,T,59,6.1NRT,288.9,12.15,D
48.78715,135.25385,315.84,1.4,1.17,2024-04-26,01:49,T,58,6.1NRT,290.1,19.08,D
48.77716,135.24936,315.2,1.4,1.17,2024-04-26,01:49,T,0,6.1NRT,290.16,17.34,D
48.72189,135.10205,351.87,1.38,1.16,2024-04-26,01:49,T,0,6.1NRT,293.99,97.15,D
48.71842,135.11986,352.43,1.38,1.16,2024-04-26,01:49,T,0,6.1NRT,293.31,97.36,D
48.71194,135.0976,351.76,1.38,1.16,2024-04-26,01:49,T,81,6.1NRT,294.14,91.55,D
48.68211,135.08429,418.96,1.38,1.16,2024-04-26,01:49,T,0,6.1NRT,307.34,608.05,D
48.58857,134.37077,309.64,1.29,1.13,2024-04-26,01:49,T,69,6.1NRT,292.31,11.51,D
48.58542,134.38751,309.97,1.3,1.13,2024-04-26,01:49,T,69,6.1NRT,290.9,11.69,D
48.37737,135.24254,306.77,1.42,1.18,2024-04-26,01:49,T,64,6.1NRT,292.05,8.76,D
48.69444,133.1633,310.4,1.16,1.07,2024-04-26,01:49,T,61,6.1NRT,288.53,12.28,D
48.64601,133.32306,336.73,1.18,1.08,2024-04-26,01:49,T,90,6.1NRT,293.02,47.65,D
48.64325,133.33838,324.61,1.18,1.08,2024-04-26,01:49,T,83,6.1NRT,290.98,27.58,D
