latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
44.9353,26.67127,302.72,1.08,1.04,2024-04-15,00:43,A,51,6.1NRT,280.31,9.79,N
44.97383,133.03169,333.3,2.06,1.4,2024-04-15,00:56,T,85,6.1NRT,291.2,85.07,D
44.97203,133.05742,319.23,2.05,1.39,2024-04-15,00:56,T,79,6.1NRT,289.24,41.39,D
44.96499,132.97838,315.16,2.07,1.4,2024-04-15,00:56,T,33,6.1NRT,284.51,31.97,D
44.93484,133.05275,311.52,2.05,1.39,2024-04-15,00:56,T,71,6.1NRT,291.15,21.94,D
44.93237,133.04643,310.3,2.05,1.39,2024-04-15,00:56,T,70,6.1NRT,290.26,19.89,D
44.67624,133.71367,315.76,1.87,1.34,2024-04-15,00:56,T,76,6.1NRT,294.73,23.93,D
44.7316,132.79817,305.78,2.11,1.41,2024-04-15,00:56,T,57,6.1NRT,287.77,16.9,D
45.88265,134.77788,311.68,1.69,1.28,2024-04-15,00:56,T,68,6.1NRT,291.51,14.88,D
44.60677,132.16371,304.76,2.29,1.46,2024-04-15,00:56,T,60,6.1NRT,279.99,24.31,D
43.21316,143.10095,307.31,1.08,1.04,2024-04-15,00:56,T,59,6.1NRT,294.01,5.07,D
44.27964,133.46005,319.87,1.91,1.35,2024-04-15,00:56,T,80,6.1NRT,293.97,34.63,D
44.17702,132.42241,330.23,2.19,1.43,2024-04-15,00:56,T,87,6.1NRT,293.75,78.28,D
44.15187,132.60994,313.15,2.13,1.42,2024-04-15,00:56,T,73,6.1NRT,292.16,25.54,D
45.09554,133.28554,340.3,2,1.38,2024-04-15,00:56,T,92,6.1NRT,294.86,104.92,D
47.46968,131.74649,309.95,2.58,1.54,2024-04-15,00:56,T,45,6.1NRT,293.68,17.31,D
47.47139,131.71246,313.46,2.6,1.55,2024-04-15,00:56,T,69,6.1NRT,291.99,28.51,D
47.50442,132.02448,307.14,2.5,1.52,2024-04-15,00:56,T,30,6.1NRT,288.65,14.11,D
47.83941,131.80994,305.57,2.58,1.54,2024-04-15,00:56,T,38,6.1NRT,288.2,15.36,D
47.84113,131.7757,308.5,2.6,1.55,2024-04-15,00:56,T,57,6.1NRT,289.39,22.66,D
47.85492,131.77704,307.07,2.6,1.55,2024-04-15,00:56,T,47,6.1NRT,287.67,18.49,D
47.97376,131.47754,310.82,2.7,1.57,2024-04-15,00:56,T,70,6.1NRT,291.49,30.87,D
47.9755,131.44171,326.02,2.71,1.58,2024-04-15,00:56,T,84,6.1NRT,293.03,90.01,D
48.00196,131.87405,305.71,2.57,1.54,2024-04-15,00:56,T,29,6.1NRT,288.65,17.7,D
48.06427,131.45761,317.49,2.71,1.58,2024-04-15,00:56,T,71,6.1NRT,291.77,47.81,D
48.07832,131.45901,313.33,2.71,1.58,2024-04-15,00:56,T,40,6.1NRT,291.53,32.97,D
48.06895,131.46394,321.76,2.71,1.58,2024-04-15,00:56,T,81,6.1NRT,291.71,63.73,D
47.92984,134.67865,324.74,1.81,1.32,2024-04-15,00:56,T,55,6.1NRT,279.37,49.34,D
47.93974,134.70441,326.37,1.81,1.32,2024-04-15,00:56,T,60,6.1NRT,280.78,52.52,D
47.94156,134.6805,320.38,1.81,1.32,2024-04-15,00:56,T,26,6.1NRT,280.17,38.35,D
48.09384,132.35651,301.89,2.43,1.5,2024-04-15,00:56,T,48,6.1NRT,284.88,16.16,D
47.87844,135.60941,306.84,1.62,1.25,2024-04-15,00:56,T,64,6.1NRT,289.12,10.31,D
47.88025,135.58801,311.19,1.62,1.25,2024-04-15,00:56,T,71,6.1NRT,288.42,16.53,D
47.92579,135.034,310.34,1.74,1.29,2024-04-15,00:56,T,70,6.1NRT,277.87,23.43,D
47.95144,134.70627,331.19,1.81,1.32,2024-04-15,00:56,T,82,6.1NRT,281.93,67.24,D
46.01338,133.83276,307.27,1.91,1.35,2024-04-15,00:56,T,65,6.1NRT,290.4,14.4,D
45.10779,133.28716,329.15,2,1.38,2024-04-15,00:56,T,66,6.1NRT,294.9,59.72,D
45.09742,133.26045,344.13,2,1.38,2024-04-15,00:56,T,94,6.1NRT,295.22,124.51,D
44.97744,132.97998,322.08,2.07,1.4,2024-04-15,00:56,T,81,6.1NRT,285.34,53.22,D
48.63145,134.4906,300.34,1.89,1.34,2024-04-15,00:56,T,17,6.1NRT,281.65,8.64,D
48.54527,134.599,303.9,1.86,1.33,2024-04-15,00:56,T,57,6.1NRT,281.57,13.95,D
48.39092,132.76698,325.55,2.32,1.47,2024-04-15,00:56,T,84,6.1NRT,283.88,78.84,D
46.05682,135.39491,301.91,1.58,1.24,2024-04-15,00:56,T,50,6.1NRT,286.46,7.05,D
