latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.43399,134.15788,323.97,1.01,1,2024-05-10,01:24,T,78,6.1NRT,290.13,19.48,D
50.09589,136.31125,327.14,1,1,2024-05-10,01:24,T,0,6.1NRT,285.42,23.66,D
51.65481,136.42064,307.99,1,1,2024-05-10,01:24,T,53,6.1NRT,290.32,6.66,D
53.39216,126.89014,316.74,2.14,1.42,2024-05-10,01:24,T,73,6.1NRT,287.69,42.12,D
53.39397,126.85867,301.24,2.15,1.42,2024-05-10,01:24,T,6,6.1NRT,288.57,10.56,D
46.66792,132.63132,313.23,1.04,1.02,2024-05-10,01:24,T,64,6.1NRT,270.51,15.21,D
47.27758,134.27657,300.48,1,1,2024-05-10,01:24,T,38,6.1NRT,283.08,3.41,D
47.70784,134.90379,314.33,1,1,2024-05-10,01:24,T,75,6.1NRT,293.99,9.78,D
48.12709,134.1017,313.33,1.01,1,2024-05-10,01:24,T,60,6.1NRT,298.45,5.51,D
49.14282,135.63699,308.73,1,1,2024-05-10,01:24,T,61,6.1NRT,293.26,5.74,D
49.14478,135.62373,341.39,1,1,2024-05-10,01:24,T,92,6.1NRT,292.21,43.5,D
49.06776,136.19843,322.34,1.01,1,2024-05-10,01:24,T,82,6.1NRT,298.6,14.76,D
49.06979,136.18509,324.67,1.01,1,2024-05-10,01:24,T,79,6.1NRT,298.6,17.37,D
49.15153,135.63994,326.78,1,1,2024-05-10,01:24,T,85,6.1NRT,295.45,22,D
49.15349,135.62666,347.97,1,1,2024-05-10,01:24,T,95,6.1NRT,293.8,55.48,D
50.13473,135.20325,313.99,1,1,2024-05-10,01:24,T,58,6.1NRT,292.86,11.27,D
49.0374,136.46228,308.16,1.02,1.01,2024-05-10,01:24,T,42,6.1NRT,291.98,6.09,D
49.07873,136.19493,349.93,1.01,1,2024-05-10,01:24,T,89,6.1NRT,304.55,54.41,D
49.08077,136.18159,393.5,1.01,1,2024-05-10,01:24,T,100,6.1NRT,307.46,210.66,D
49.08281,136.16827,338.55,1.01,1,2024-05-10,01:24,T,90,6.1NRT,303.19,34.5,D
49.09414,136.21439,323.06,1.01,1,2024-05-10,01:24,T,71,6.1NRT,296.71,17.28,D
49.09618,136.20103,321.15,1.01,1,2024-05-10,01:24,T,76,6.1NRT,297.72,15.4,D
49.22964,135.87457,316.25,1,1,2024-05-10,01:24,T,59,6.1NRT,294.12,10.73,D
49.23238,135.9175,324.88,1,1,2024-05-10,01:24,T,57,6.1NRT,294.36,17.88,D
49.23108,135.98712,312.12,1,1,2024-05-10,01:24,T,37,6.1NRT,293.46,7.45,D
49.23309,135.9738,308.18,1,1,2024-05-10,01:24,T,48,6.1NRT,293.58,5.09,D
49.23509,135.96046,320.3,1,1,2024-05-10,01:24,T,33,6.1NRT,294.73,13.23,D
49.27639,135.80667,308.77,1,1,2024-05-10,01:24,T,68,6.1NRT,292.58,7.21,D
49.25992,136.03918,324.11,1.01,1,2024-05-10,01:24,T,82,6.1NRT,294.79,17.64,D
49.26193,136.02585,339.47,1,1,2024-05-10,01:24,T,91,6.1NRT,296.1,38.24,D
49.26394,136.0125,336.88,1,1,2024-05-10,01:24,T,88,6.1NRT,296.63,32.83,D
49.26594,135.99916,341.9,1,1,2024-05-10,01:24,T,93,6.1NRT,297.8,41.77,D
49.26794,135.98582,328.46,1,1,2024-05-10,01:24,T,86,6.1NRT,296.16,22.49,D
49.27793,135.9192,327.43,1,1,2024-05-10,01:24,T,71,6.1NRT,292.13,21.23,D
49.27992,135.90588,335.66,1,1,2024-05-10,01:24,T,90,6.1NRT,293.65,32.63,D
49.28191,135.89255,335.86,1,1,2024-05-10,01:24,T,71,6.1NRT,294.79,31.67,D
49.2839,135.87921,339.65,1,1,2024-05-10,01:24,T,86,6.1NRT,294.55,37.81,D
49.28787,135.85257,327.03,1,1,2024-05-10,01:24,T,81,6.1NRT,293.04,21.44,D
49.26864,136.04222,313.3,1.01,1,2024-05-10,01:24,T,42,6.1NRT,294.16,8.46,D
49.27265,136.01552,350.07,1,1,2024-05-10,01:24,T,96,6.1NRT,295.45,58.75,D
49.27466,136.00218,335.74,1,1,2024-05-10,01:24,T,90,6.1NRT,294.16,32.82,D
50.0065,136.15297,310.71,1,1,2024-05-10,01:24,T,16,6.1NRT,294.68,7.43,D
50.01569,136.1628,342.98,1,1,2024-05-10,01:24,T,88,6.1NRT,294.73,43.77,D
50.0177,136.14928,345.21,1,1,2024-05-10,01:24,T,89,6.1NRT,291.97,48.14,D
50.02439,136.16586,320.83,1,1,2024-05-10,01:24,T,23,6.1NRT,289.77,13.65,D
49.99029,136.45303,316.1,1.01,1,2024-05-10,01:24,T,39,6.1NRT,294.18,11.61,D
50.03511,136.15543,339.65,1,1,2024-05-10,01:24,T,85,6.1NRT,288.43,37.96,D
49.99902,136.45604,315.55,1.01,1,2024-05-10,01:24,T,56,6.1NRT,292.76,11.35,D
50.0505,136.17511,335.01,1,1,2024-05-10,01:24,T,46,6.1NRT,286.27,29.68,D
50.05252,136.16159,365.6,1,1,2024-05-10,01:24,T,100,6.1NRT,294.52,96.58,D
50.07661,136.18436,340.26,1,1,2024-05-10,01:24,T,57,6.1NRT,285.12,40.02,D
49.27666,135.98885,325.22,1,1,2024-05-10,01:24,T,84,6.1NRT,292.61,20.44,D
49.27866,135.97552,316.79,1,1,2024-05-10,01:24,T,50,6.1NRT,293.48,11.64,D
49.28066,135.9622,313.42,1,1,2024-05-10,01:24,T,46,6.1NRT,293.05,9.22,D
49.28664,135.92221,356.07,1,1,2024-05-10,01:24,T,98,6.1NRT,294.34,72.41,D
49.28863,135.90887,346.99,1,1,2024-05-10,01:24,T,95,6.1NRT,292.61,52.95,D
49.29261,135.8822,316.42,1,1,2024-05-10,01:24,T,77,6.1NRT,290.91,11.31,D
49.2946,135.8689,323.66,1,1,2024-05-10,01:24,T,83,6.1NRT,291.92,18.19,D
49.29658,135.85558,338.37,1,1,2024-05-10,01:24,T,91,6.1NRT,292.92,38.06,D
49.30252,135.81563,305.07,1,1,2024-05-10,01:24,T,27,6.1NRT,289.7,4.83,D
49.28937,135.96521,327.43,1,1,2024-05-10,01:24,T,78,6.1NRT,292.96,22.6,D
49.32307,135.73869,302.81,1,1,2024-05-10,01:24,T,54,6.1NRT,288.99,3.89,D
