latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
12.76453,36.85228,302.27,1.48,1.2,2024-04-21,00:01,A,48,6.1NRT,290.41,8.92,N
13.34629,37.37841,302.86,1.58,1.24,2024-04-21,00:01,A,45,6.1NRT,286.85,12.72,N
13.59259,37.23373,310.88,1.53,1.22,2024-04-21,00:01,A,81,6.1NRT,293.67,17.59,N
11.05351,34.37646,313.78,1.12,1.05,2024-04-21,00:03,A,88,6.1NRT,291.14,13.26,N
11.61965,35.74528,312.18,1.31,1.13,2024-04-21,00:03,A,84,6.1NRT,294.24,13.69,N
11.62153,35.73367,307.68,1.3,1.13,2024-04-21,00:03,A,72,6.1NRT,293.31,8.86,N
11.41547,35.92886,306.02,1.35,1.15,2024-04-21,00:03,A,46,6.1NRT,295.29,7.31,N
47.99702,134.14651,301.89,1.14,1.07,2024-04-21,01:41,T,43,6.1NRT,288.31,5.53,D
48.05456,132.39549,307.44,1.03,1.02,2024-04-21,01:41,T,65,6.1NRT,287.91,8.15,D
48.00333,131.95244,304.15,1.02,1.01,2024-04-21,01:41,T,58,6.1NRT,290.96,4.47,D
47.91542,132.44731,301.77,1.04,1.02,2024-04-21,01:41,T,49,6.1NRT,289.52,3.86,D
47.89802,132.4978,305.6,1.04,1.02,2024-04-21,01:41,T,62,6.1NRT,290.25,5.7,D
47.89587,132.51122,315.82,1.04,1.02,2024-04-21,01:41,T,76,6.1NRT,290.44,13.7,D
47.88725,132.56494,322.68,1.04,1.02,2024-04-21,01:41,T,62,6.1NRT,291.77,20.02,D
48.02202,131.52467,301.45,1.01,1,2024-04-21,01:41,T,47,6.1NRT,290.46,3.47,D
47.92819,132.07307,331.78,1.02,1.01,2024-04-21,01:41,T,88,6.1NRT,293.1,28.58,D
47.92612,132.08629,325.84,1.02,1.01,2024-04-21,01:41,T,84,6.1NRT,293.86,20.74,D
48.67389,133.30347,310.42,1.06,1.03,2024-04-21,01:41,T,70,6.1NRT,288.94,10.16,D
48.67619,133.28958,303,1.06,1.03,2024-04-21,01:41,T,54,6.1NRT,288.11,4.91,D
49.00703,131.66231,318.98,1,1,2024-04-21,01:41,T,79,6.1NRT,284.37,16.78,D
48.54382,134.912,302.07,1.19,1.08,2024-04-21,01:41,T,33,6.1NRT,287.75,5.62,D
49.8372,129.408,305.69,1.05,1.02,2024-04-21,01:41,T,62,6.1NRT,287.21,7.24,D
49.83902,129.39372,309.72,1.05,1.02,2024-04-21,01:41,T,69,6.1NRT,287.29,10.08,D
50.34768,128.1582,304.31,1.15,1.07,2024-04-21,01:41,T,59,6.1NRT,287.07,6.99,D
48.28788,129.52563,300.81,1.02,1.01,2024-04-21,01:41,T,34,6.1NRT,286.85,3.51,D
50.87347,129.00493,302.67,1.1,1.04,2024-04-21,01:41,T,53,6.1NRT,287.89,5.54,D
47.91941,132.07007,338.11,1.02,1.01,2024-04-21,01:41,T,91,6.1NRT,292.6,38.82,D
47.91733,132.08328,313.55,1.02,1.01,2024-04-21,01:41,T,74,6.1NRT,292.1,9.25,D
47.59748,133.89087,300.07,1.14,1.06,2024-04-21,01:41,T,20,6.1NRT,287.31,4.78,D
48.60398,132.75647,306.38,1.04,1.02,2024-04-21,01:41,T,22,6.1NRT,289.15,5.94,D
48.59515,132.75327,306.98,1.04,1.02,2024-04-21,01:41,T,43,6.1NRT,289.1,6.57,D
48.59296,132.76692,305.11,1.04,1.02,2024-04-21,01:41,T,29,6.1NRT,288.34,5.31,D
47.24644,132.01974,320.94,1.03,1.01,2024-04-21,01:43,T,0,6.1NRT,290.9,11.55,D
46.26512,132.25916,326.92,1.06,1.03,2024-04-21,01:43,T,74,6.1NRT,296.55,20.58,D
46.25863,132.29889,309.38,1.06,1.03,2024-04-21,01:43,T,50,6.1NRT,294.64,5.3,D
47.02863,126.65804,308.01,1.19,1.08,2024-04-21,01:43,T,63,6.1NRT,288.72,7.29,D
47.00797,126.83983,311.05,1.17,1.08,2024-04-21,01:43,T,66,6.1NRT,290.62,9.18,D
46.98911,127.00356,309.94,1.15,1.07,2024-04-21,01:43,T,57,6.1NRT,288.85,8.95,D
46.25619,132.25613,319.15,1.06,1.03,2024-04-21,01:43,T,66,6.1NRT,295.89,12.37,D
46.94382,127.30816,311.06,1.12,1.06,2024-04-21,01:43,T,70,6.1NRT,290.96,8.88,D
46.93187,127.40876,306.03,1.12,1.05,2024-04-21,01:43,T,61,6.1NRT,288.99,5.81,D
46.97881,126.92485,320.16,1.16,1.07,2024-04-21,01:43,T,80,6.1NRT,291.2,18.17,D
46.93961,127.26261,308.77,1.13,1.06,2024-04-21,01:43,T,62,6.1NRT,290.2,7.94,D
46.26635,132.07809,317.44,1.05,1.02,2024-04-21,01:43,T,74,6.1NRT,298.29,10.45,D
46.96938,126.92258,314.98,1.16,1.07,2024-04-21,01:43,T,50,6.1NRT,289.19,12.02,D
46.95407,127.05599,328.85,1.15,1.07,2024-04-21,01:43,T,86,6.1NRT,290.75,28.07,D
46.57709,129.97922,304.81,1,1,2024-04-21,01:43,T,35,6.1NRT,292,4.01,D
46.57528,129.99188,304.59,1,1,2024-04-21,01:43,T,37,6.1NRT,291.07,3.85,D
46.98195,126.72529,311.37,1.18,1.08,2024-04-21,01:43,T,48,6.1NRT,289.88,7.89,D
46.83796,127.94912,306.76,1.07,1.03,2024-04-21,01:43,T,61,6.1NRT,291.21,5.18,D
46.83626,127.96284,305.75,1.07,1.03,2024-04-21,01:43,T,31,6.1NRT,290.73,4.18,D
46.78859,128.34326,304.13,1.05,1.02,2024-04-21,01:43,T,49,6.1NRT,291.45,3.97,D
46.5411,130.16653,316.77,1,1,2024-04-21,01:43,T,76,6.1NRT,291.75,11.61,D
46.23997,132.12488,316.09,1.05,1.03,2024-04-21,01:43,T,56,6.1NRT,296.62,8.16,D
46.23354,132.16422,313.61,1.06,1.03,2024-04-21,01:43,T,41,6.1NRT,295.24,6.14,D
46.98935,126.57041,311.54,1.19,1.09,2024-04-21,01:43,T,70,6.1NRT,290.11,10.21,D
46.93697,127.0368,322.7,1.15,1.07,2024-04-21,01:43,T,81,6.1NRT,290.86,19.57,D
46.82378,127.98804,307.31,1.07,1.03,2024-04-21,01:43,T,43,6.1NRT,291.13,4.95,D
46.76377,128.39241,309.6,1.05,1.02,2024-04-21,01:43,T,66,6.1NRT,291.57,8.15,D
46.54544,130.00948,305.97,1,1,2024-04-21,01:43,T,28,6.1NRT,291.75,3.9,D
46.53637,130.07275,310.32,1,1,2024-04-21,01:43,T,31,6.1NRT,294.4,5.09,D
46.53456,130.08542,309.7,1,1,2024-04-21,01:43,T,41,6.1NRT,294.34,5.01,D
46.20259,132.23804,319.62,1.06,1.03,2024-04-21,01:43,T,78,6.1NRT,296.04,14.09,D
46.91485,127.06161,314.13,1.14,1.07,2024-04-21,01:43,T,66,6.1NRT,290.35,10.92,D
46.91317,127.07629,305.34,1.14,1.07,2024-04-21,01:43,T,54,6.1NRT,290.35,4.74,D
46.52582,130.08282,310.69,1,1,2024-04-21,01:43,T,33,6.1NRT,294.53,5.21,D
46.84021,127.61995,313.33,1.1,1.04,2024-04-21,01:43,T,68,6.1NRT,292.54,9.75,D
46.87192,127.29951,304.34,1.12,1.06,2024-04-21,01:43,T,52,6.1NRT,289.96,4.06,D
46.83247,127.6265,312.76,1.1,1.04,2024-04-21,01:43,T,72,6.1NRT,292.33,9.89,D
46.73804,128.37932,303.93,1.05,1.02,2024-04-21,01:43,T,49,6.1NRT,290.74,4.59,D
46.51479,130.02068,310.34,1,1,2024-04-21,01:43,T,62,6.1NRT,295.93,6.1,D
46.93461,126.677,317.86,1.18,1.08,2024-04-21,01:43,T,73,6.1NRT,289.32,15.69,D
46.92084,126.79797,309.8,1.17,1.08,2024-04-21,01:43,T,59,6.1NRT,289.7,7.09,D
46.91056,126.88759,320.23,1.16,1.07,2024-04-21,01:43,T,63,6.1NRT,290.46,16.23,D
46.90886,126.90234,312.68,1.16,1.07,2024-04-21,01:43,T,41,6.1NRT,288.49,9.24,D
46.51538,129.8889,319.21,1,1,2024-04-21,01:43,T,78,6.1NRT,294.68,12.76,D
46.51357,129.90158,312.58,1,1,2024-04-21,01:43,T,71,6.1NRT,293.84,7.23,D
46.50455,129.9649,309.26,1,1,2024-04-21,01:43,T,66,6.1NRT,294.33,5.05,D
46.83212,127.39317,309.19,1.11,1.05,2024-04-21,01:43,T,64,6.1NRT,292.86,5.93,D
46.906,126.67053,310.53,1.18,1.08,2024-04-21,01:43,T,32,6.1NRT,290.79,6.96,D
46.88391,126.86603,323.4,1.16,1.07,2024-04-21,01:43,T,82,6.1NRT,290.54,20.1,D
46.84152,127.2328,309.52,1.13,1.06,2024-04-21,01:43,T,67,6.1NRT,289.81,8.61,D
46.80082,127.57518,323.6,1.1,1.05,2024-04-21,01:43,T,82,6.1NRT,291.48,20.92,D
46.89478,126.68348,317.13,1.18,1.08,2024-04-21,01:43,T,77,6.1NRT,290.64,13.85,D
46.87276,126.87874,320.61,1.16,1.07,2024-04-21,01:43,T,80,6.1NRT,290.53,17.28,D
46.78147,127.65707,311.73,1.09,1.04,2024-04-21,01:43,T,70,6.1NRT,290.25,8.41,D
